ml_alert_id,ml_alert_status,ml_alert_type,ml_alert_priority,ml_alert_owner,ml_recommended_action,transaction_id,transaction_timestamp,customer_id,full_name,account_id,merchant_id,merchant_name,merchant_category,amount,currency,channel,status,rule_based_risk_score,risk_band,alert_priority,ml_anomaly_score,anomaly_score_percentile,ml_anomaly_flag,ml_anomaly_band,ml_reason_codes,combined_risk_signal,suspicious_label,ml_scored_at
ML-ANOMALY-000049,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00008868,2026-03-21 08:38:27,CUST000187,Lucas Ahmed,ACC001192,MER000108,Money Transfer Merchant 108,Money Transfer,6.62,USD,ATM,Reversed,48,Medium,P3,0.04329155038570154,99.52,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000050,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00006555,2026-02-25 10:26:37,CUST000302,Noah Wright,ACC000831,MER000083,Cash Withdrawal Merchant 083,Cash Withdrawal,3.49,GBP,E-Commerce,Failed,77,Critical,P1,0.042509893085570294,99.51,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000051,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00009810,2026-06-17 02:08:29,CUST000721,Sophia Wilson,ACC000644,MER000070,Travel Merchant 070,Travel,13.05,USD,API,Reversed,30,Medium,P3,0.042422494511149544,99.5,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000052,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00005490,2026-06-24 17:53:46,CUST000307,Ethan Robinson,ACC000896,MER000046,Luxury Goods Merchant 046,Luxury Goods,1906.26,GBP,Branch,Completed,39,Medium,P3,0.04222616794286249,99.49,1,Critical,HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000053,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00001298,2026-07-07 00:03:32,CUST000099,Hannah Hussain,ACC000958,MER000092,Electronics Merchant 092,Electronics,4700.82,GBP,ATM,Completed,66,High,P2,0.04217995742326708,99.48,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000054,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00002730,2026-02-16 23:46:48,CUST000978,Fatima Patel,ACC000462,MER000046,Luxury Goods Merchant 046,Luxury Goods,7231.2,EUR,Card Present,Completed,72,High,P2,0.04187686642211064,99.47,1,Critical,UNUSUALLY_HIGH_AMOUNT; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000055,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00004545,2026-05-28 15:41:50,CUST000044,Lucas Walker,ACC001213,MER000077,Cash Withdrawal Merchant 077,Cash Withdrawal,39.7,USD,Mobile Banking,Reversed,59,High,P2,0.04174844507227293,99.46,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000056,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00004626,2026-02-11 04:30:17,CUST000752,Mia Young,ACC000540,MER000038,Cash Withdrawal Merchant 038,Cash Withdrawal,4.71,GBP,ATM,Pending,69,High,P2,0.04164992244865684,99.45,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000057,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00006233,2026-02-08 21:03:28,CUST000976,Muhammad Young,ACC000937,MER000118,Luxury Goods Merchant 118,Luxury Goods,4270.4,GBP,E-Commerce,Completed,75,Critical,P1,0.04162501605523239,99.44,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000058,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00009944,2026-07-07 10:00:11,CUST000333,Maya Green,ACC000535,MER000061,Crypto Exchange Merchant 061,Crypto Exchange,3007.36,GBP,Mobile Banking,Completed,100,Critical,P1,0.04143881552304496,99.43,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000059,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00009100,2026-03-29 22:57:32,CUST000631,Lucas Wright,ACC000627,MER000007,Fuel Merchant 007,Fuel,19.84,EUR,API,Completed,98,Critical,P1,0.04115902217022438,99.42,1,Critical,CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000060,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00006036,2026-01-19 16:35:34,CUST000088,Muhammad Wright,ACC000082,MER000132,Cash Withdrawal Merchant 132,Cash Withdrawal,13.42,EUR,Branch,Reversed,57,High,P2,0.04111133737797401,99.41,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000061,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00008471,2026-01-14 04:48:50,CUST000332,Hannah Patel,ACC000964,MER000048,Pharmacy Merchant 048,Pharmacy,30.83,USD,ATM,Pending,43,Medium,P3,0.04044252802855541,99.4,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000062,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00001434,2026-03-31 05:40:04,CUST000240,Isabella Hall,ACC000697,MER000226,Electronics Merchant 226,Electronics,171.08,USD,API,Reversed,40,Medium,P3,0.040285175470211154,99.39,1,Critical,CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000063,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00008530,2026-01-23 00:30:55,CUST000412,Oliver Green,ACC000102,MER000085,Hotels Merchant 085,Hotels,18.05,GBP,E-Commerce,Reversed,88,Critical,P1,0.039874693481397494,99.38,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000064,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00009701,2026-03-13 02:44:58,CUST000161,Noah Brown,ACC001234,MER000121,Luxury Goods Merchant 121,Luxury Goods,2608.3,GBP,Card Present,Failed,72,High,P2,0.03977944389845811,99.37,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000065,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00002854,2026-05-26 00:17:00,CUST000900,Ethan Ahmed,ACC000184,MER000228,Hotels Merchant 228,Hotels,5.41,EUR,E-Commerce,Reversed,45,Medium,P3,0.039670125320021454,99.36,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000066,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00005646,2026-04-08 03:36:32,CUST000999,Daniel Robinson,ACC000251,MER000061,Crypto Exchange Merchant 061,Crypto Exchange,3.96,EUR,API,Failed,100,Critical,P1,0.03908749739095718,99.35,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000067,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00006842,2026-04-19 02:50:14,CUST000791,Grace Wright,ACC000445,MER000047,Groceries Merchant 047,Groceries,15160.92,GBP,API,Completed,91,Critical,P1,0.03904696672628982,99.34,1,Critical,UNUSUALLY_HIGH_AMOUNT; UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000068,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00004036,2026-06-21 20:32:41,CUST000178,Grace Davies,ACC000835,MER000023,Restaurants Merchant 023,Restaurants,3698.51,USD,ATM,Completed,56,High,P2,0.038871622780805914,99.33,1,Critical,CROSS_BORDER_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000069,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00006771,2026-01-21 03:35:24,CUST000177,Lucas Wright,ACC000298,MER000101,Gambling Merchant 101,Gambling,3039.91,EUR,Mobile Banking,Completed,71,High,P2,0.03866827798590067,99.32,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000070,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00008436,2026-03-06 09:32:58,CUST000380,Adam Hussain,ACC000921,MER000185,Gambling Merchant 185,Gambling,284.65,GBP,Mobile Banking,Failed,88,Critical,P1,0.038590176375660645,99.31,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000071,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00002319,2026-05-24 01:29:08,CUST000674,Maya Ahmed,ACC000970,MER000027,Electronics Merchant 027,Electronics,14.62,USD,Card Present,Completed,58,High,P2,0.038122050995139656,99.3,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000072,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00001856,2026-02-11 09:32:33,CUST000489,Aisha Brown,ACC000648,MER000174,Gambling Merchant 174,Gambling,60.14,USD,ATM,Pending,43,Medium,P3,0.03796704008024432,99.29,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000073,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00009081,2026-02-06 23:48:39,CUST000914,Mia Hall,ACC000218,MER000101,Gambling Merchant 101,Gambling,2359.86,USD,Mobile Banking,Completed,79,Critical,P1,0.037688874609846046,99.28,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000074,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00006917,2026-03-26 23:45:08,CUST000692,Maya Patel,ACC000170,MER000008,Online Marketplace Merchant 008,Online Marketplace,30.93,USD,Branch,Reversed,33,Medium,P3,0.037283680816630804,99.27,1,Critical,CROSS_BORDER_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000075,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00006252,2026-07-02 14:06:23,CUST000188,Leo Davies,ACC000787,MER000014,Groceries Merchant 014,Groceries,13347.15,EUR,Card Present,Completed,76,Critical,P1,0.03727274280775483,99.26,1,Critical,UNUSUALLY_HIGH_AMOUNT; CROSS_BORDER_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000076,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00007484,2026-04-30 06:26:59,CUST000725,Ethan Young,ACC000571,MER000207,Luxury Goods Merchant 207,Luxury Goods,41.49,USD,E-Commerce,Completed,54,Medium,P3,0.03709079166758844,99.25,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000077,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00007011,2026-03-31 23:46:56,CUST000330,Aisha Hussain,ACC000258,MER000199,Travel Merchant 199,Travel,1807.03,USD,Branch,Completed,51,Medium,P3,0.037017340323721615,99.24,1,Critical,CROSS_BORDER_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000078,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00000569,2026-01-16 02:48:34,CUST000806,Lucas Ali,ACC001056,MER000162,Hotels Merchant 162,Hotels,4694.72,USD,Card Present,Completed,61,High,P2,0.03693727261794888,99.23,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000079,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00004074,2026-02-01 14:39:34,CUST000809,Aisha Hall,ACC000038,MER000208,Gambling Merchant 208,Gambling,61.55,EUR,ATM,Pending,63,High,P2,0.036853606648038606,99.22,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000080,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00005033,2026-07-06 19:38:10,CUST000422,Muhammad Young,ACC000232,MER000235,Restaurants Merchant 235,Restaurants,11.03,GBP,E-Commerce,Reversed,23,Low,No Alert,0.036811093135620365,99.21,1,Critical,TOP_1_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000081,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00000795,2026-05-21 23:03:39,CUST000630,Isabella Taylor,ACC000606,MER000242,Cash Withdrawal Merchant 242,Cash Withdrawal,13.41,EUR,Card Present,Failed,57,High,P2,0.03668162434309419,99.2,1,Critical,CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000082,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00005963,2026-06-10 04:12:32,CUST000674,Maya Ahmed,ACC000970,MER000065,Money Transfer Merchant 065,Money Transfer,257.99,USD,API,Completed,73,High,P2,0.03642315837395782,99.19,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000083,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00009624,2026-03-11 17:15:40,CUST000772,Daniel Robinson,ACC000032,MER000225,Travel Merchant 225,Travel,21.29,EUR,Branch,Reversed,15,Low,No Alert,0.03615696449337735,99.18,1,Critical,CROSS_BORDER_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,ML Only,0,2026-07-11T20:44:26
ML-ANOMALY-000084,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00000802,2026-02-16 03:06:25,CUST000851,Maya Wilson,ACC001195,MER000198,Pharmacy Merchant 198,Pharmacy,29.55,GBP,E-Commerce,Completed,63,High,P2,0.035605222234454614,99.17,1,Critical,UNUSUAL_TRANSACTION_HOUR; WATCHLIST_LINKED_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,0,2026-07-11T20:44:26
ML-ANOMALY-000085,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00006675,2026-06-13 04:44:29,CUST000860,Sophia Green,ACC001126,MER000188,Electronics Merchant 188,Electronics,4.8,USD,Card Present,Pending,83,Critical,P1,0.03556072090692275,99.16,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000086,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00004296,2026-04-07 00:11:38,CUST001000,Hannah Hussain,ACC001152,MER000136,Money Transfer Merchant 136,Money Transfer,70.96,GBP,Mobile Banking,Pending,58,High,P2,0.035178245337632474,99.15,1,Critical,UNUSUAL_TRANSACTION_HOUR; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; KYC_RISK_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
ML-ANOMALY-000087,Open,Isolation Forest Transaction Anomaly,P1,Financial Crime Senior Analyst,"Immediate investigation required. Review anomaly score, customer profile, rule score, and transaction context.",TXN00005229,2026-01-28 04:36:42,CUST000860,Sophia Green,ACC000350,MER000050,Luxury Goods Merchant 050,Luxury Goods,92.39,EUR,API,Completed,100,Critical,P1,0.03493657994141253,99.14,1,Critical,UNUSUAL_TRANSACTION_HOUR; CROSS_BORDER_PATTERN; HIGH_RISK_MERCHANT_CATEGORY_PATTERN; WATCHLIST_LINKED_PATTERN; TOP_1_PERCENT_ANOMALY_SCORE,Rule and ML,1,2026-07-11T20:44:26
